ID,SMILES,BBB,Nodes,Edges
286,CN1CCC3=C(CC1)c2ccccc2N(C)c4ccccc34 ,1,22,50
287,Clc1ccc2c(c1)C(=NCc3nncn23)c4ccccc4 ,1,21,48
288,CCN1CCCC1CNC(=O)c2cc(ccc2OC)C(C)=O ,1,22,46
289,CCN(CC)CCn1cnc2n(C)c(=O)n(C)c(=O)c12 ,1,20,42
290,CCNC2=Nc1ccc(Cl)cc1C(S2)c3ccccc3 ,1,20,44
291,CCOC2c1ccccc1N(C)C(=O)c3ccccc23 ,1,20,44
292,CCOC(=O)c2cnc1n(CC)ncc1c2NN=C(C)C ,1,21,44
293,CCC(O)(C=CCl)C#C ,1,9,16
294,CCCCNCC2COc1cccc(OCC)c1O2 ,1,19,40
295,C=C ,1,2,2
296,CCOC(=O)C3N=C(c1ccccc1F)c2cc(Cl)ccc2NC3=O ,1,25,54
297,CCC1(CC)C(=O)NC=C(C)C1=O ,1,13,26
298,CCNC1(CCCCC1)c2ccccc2 ,1,15,32
299,CCNC2=Nc1ccc(Cl)cc1C(C)(O2)c3ccccc3 ,1,21,46
300,CCC(N1CCCC1=O)C(N)=O ,1,12,24
301,CCN(CC)S(=O)(=O)NC4CC1C(Cc2c[nH]c3cccc1c23)N(C)C4 ,1,26,58
302,OCCOCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3 ,1,29,62
303,CCc3nn(CCCN1CCN(CC1)c2cccc(Cl)c2)c(=O)n3CC ,1,26,56
304,CCCC(C)(O)C1CC23C=CC1(OC)C4Oc5c(O)ccc6CC2N(C)CCC34c56 ,1,30,70
305,CCC1(OCC(O1)C2CCCCN2)c3ccccc3 ,1,19,42
306,CCc3ccc2Sc1ccccc1N(CC(C)CN(C)C)c2c3 ,1,23,50
307,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,1,23,48
308,CN(C)CCCn2c(=O)c1ccccc1c3ccccc23 ,1,21,46
309,CCc2c(OC)nc1nc(cn1c2C)c3noc(C)n3 ,1,20,44
310,O=C1CCC(N1)C(=O)N1CCCCC1,1,14,30
311,CCCCOCC(CN1C(=O)NC(=O)C(CC)(C1=O)c2ccccc2)OC(N)=O ,1,29,60
312,NC(=O)OCC(COC(N)=O)c1ccccc1 ,1,17,34
313,COc3ccc(OCC1CN(C)CCC1c2ccccc2)cc3 ,1,23,50
314,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)C(=O)OC3CCCCC3 ,1,27,58
315,CCC(C(=O)OCCN1CCOC(C1C)c2ccccc2)c3ccccc3 ,1,27,58
316,CCNC2C1CCC(C1)C2c3ccccc3 ,1,16,36
317,CCCCN=C(c1cc(Cl)ccc1O)c2ccccc2Cl ,1,21,44
318,C4CC2=NC1=CC=CCC1=C2C(Cc3ccccc3)N4 ,1,20,46
319,CCC1C(=O)NC(=O)C1(C)c2ccccc2 ,1,16,34
320,Clc2ccc(OCC1=NCCN1)cc2Cl ,1,15,32
321,CC1NC(=O)COC1c2ccccc2 ,1,14,30
322,CN1CC(=O)N=C1NC(=O)Nc2cccc(Cl)c2 ,1,18,38
323,CCNC1=NC(=O)C(O1)c2ccccc2 ,1,15,32
324,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1 ,1,15,30
325,Cn1nc(nc1c2ccccc2CO)c3cccnc3 ,1,20,44
326,Clc4ccc(OCC(=O)N1CCN(CC1)Cc3ccc2OCOc2c3)cc4 ,1,27,60
327,CC(C)(C)NCC(O)c1ccccc1F ,1,15,30
328,CS(=O)(=O)c1ccc(cc1)C(O)C(CF)NC(=O)C(Cl)Cl ,1,21,42
329,CCN(CC)CCC(=O)N2c1ccccc1Sc3ccc(cc23)C(F)(F)F ,1,27,58
330,CC(=O)OCC(=O)C14N=C(C)OC1CC5C3CCC2=CC(=O)C=CC2(C)C3(F)C(O)CC45C ,1,33,74
331,CCOC(=O)N(CCN(C)C)c1cccc(c1)C(F)(F)F ,1,21,42
332,COc1ccc(cc1C(=O)NCC2CCCN2Cc3ccc(F)cc3)S(N)(=O)=O ,1,29,62
333,CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC3(C)C4(O5)C(=O)CO,1,32,72
334,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,1,22,48
335,Nc1nc(=O)[nH]cc1F ,1,9,18
336,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,1,27,60
337,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2(F)C(O)CC34C ,1,30,66
338,CN1CCN(CC1)C3=Nc2cc(F)ccc2Nc4sc(C)cc34 ,1,23,52
339,COC(OC)C(=O)C14OC(C)(C)OC1CC5C3CC(F)C2=CC(=O)C=CC2(C)C3(F)C(O)CC45C ,1,35,78
340,CC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC(F)C2=CC(=O)C=CC2(C)C3(F)C(O)CC45C ,1,35,78
341,CCCCOC(=O)C(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C ,1,32,70
342,CCCCCC(=O)OCC(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C ,1,34,74
343,CCS(=O)(=O)c1ccc(F)cc1 ,1,12,24
344,CC3CC2C1CCC(OC(C)=O)(C(C)=O)C1(C)CC(O)C2(F)C4(C)C=CC(=O)C=C34 ,1,30,66
345,CC2c1ccccc1C(CCCN(C)C)c3cc(ccc23)C(F)(F)F ,1,25,54
346,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2 ,1,22,46
347,OCCN4CCN(CCC=C2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 ,1,30,66
348,CCCCCCC(=O)OCCN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 ,1,38,82
349,OCCOC4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 ,1,31,68
350,NC(=O)NCCN1CCN(CC1)c2cccc(c2)C(F)(F)F ,1,22,46
351,CCN(CC)CCN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23 ,1,27,58
352,Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5 ,1,35,78
353,OCCN3C(=O)CN1CCOC1(c2ccccc2F)c4cc(Cl)ccc34 ,1,26,58
354,CN2C(=O)C(O)N=C(c1ccccc1F)c3cc(Cl)ccc23 ,1,22,48
355,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)SCF ,1,30,66
356,CCC(=O)OC3(C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)SCF ,1,34,74
357,OCCN4CCN(CCCN2c1cc(ccc1Sc3sccc23)C(F)(F)F)CC4 ,1,29,64
358,CCOC(=O)c1cncn1C(C)c1ccc(cc1)F,1,19,40
359,OC(CCCN1CCc3c(C1)c2cc(F)ccc2n3c4ccc(F)cc4)c5ccc(F)cc5 ,1,33,74
360,CC(C)n2c(C=CC(O)CC(O)CC(O)=O)c(c1ccc(F)cc1)c3ccccc23 ,1,30,64
361,COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F,1,22,44
362,CNC(=O)N1CC(C1)Oc2cccc(c2)C(F)(F)F ,1,19,40
363,Nc3nc(=O)c2nc(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)cnc2[nH]3 ,1,32,68
364,CC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC(=C2C=C(CCC2(C)C3(F)C(O)CC45C)OCCCl)C=O ,1,39,86
365,CP(C)(=O)CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23 ,1,24,52
366,NNC(=O)CP(=O)(c1ccccc1)c2ccccc2 ,1,19,40
367,CC1OC1P(O)(O)=O ,1,8,16
368,OP(O)(=O)CN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3 ,1,24,52
369,CN1CCN(CC1)CCC(=O)N3c2ccccc2Sc4ccc(cc34)C(F)(F)F ,1,29,64
370,OCCN1CCN(CC1)CCC(=O)N3c2ccccc2Sc4ccc(cc34)C(F)(F)F ,1,31,68
371,OC4(CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4)C5CCOC5=O ,1,31,70
372,CC(N(Cc1cnc(C)nc1N)C=O)=C(CCO)SSCC2CCCO2 ,1,26,54
373,NCC1(CCCCC1)CC(O)=O ,1,12,24
374,Oc1noc2CNCCc12 ,1,10,22
375,CC(=O)C3CCC4C2CCC1CC(C)(O)CCC1(C)C2CCC34C ,1,24,54
376,COCc3c(ncc4[nH]c2cccc(Oc1ccc(Cl)cc1)c2c34)C(=O)OC(C)C ,1,30,66
377,CCC24CCN(CC1CC1)C(Cc3ccc(O)cc23)C4(C)C ,1,22,50
378,CC3(C)CC(=O)N(CCCCN1CCN(CC1)c2ncccn2)C(=O)C3 ,1,26,56
379,Fc4ccc3[nH]c2CCN(CCCc1cccnc1)Cc2c3c4 ,1,23,52
380,COc3cc2CC(=NN=C(c1cccc(Cl)c1)c2cc3OC)C ,1,23,50
381,COc2cc3CCN(C)C4CC1(C=CC(=O)C=C1)c(c2O)c34 ,1,22,50
382,CC5(C)OC4CC3C2CCC1=CC(=O)CCC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CCl ,1,31,70
383,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(Cl)C(F)CC3(C)C4C(=O)CO ,1,28,62
384,Fc1ccc(cc1)C(=O)NCCN2CCC(CC2)n3c(=O)[nH]c4cc(Cl)ccc34 ,1,29,64
385,CCCCCCCCCC(=O)OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3 ,1,37,78
386,CC(=O)OCC(=O)C3(CCC4C2CC(F)C1=CC(=O)C(=CC1(C)C2(F)C(O)CC34C)Br)OC(C)=O ,1,35,76
387,FC(F)(F)C(Cl)Br ,1,7,12
388,Fc1ccccc1C23OCCN2CC(=O)Nc4ccc(Br)cc34 ,1,23,52
389,CN1CCC24C3Oc5c(OC(C)=O)ccc(CC1C2C=CC3OC(C)=O)c45 ,1,27,62
390,CCCCCC(N)C(O)(c1ccccc1)c2ccccc2 ,1,21,44
391,NC(=O)OC1(CCCCC1)CC#C ,1,13,26
392,CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3 ,1,20,44
393,OCCN4CCCN(CCCN2c1ccccc1C=Cc3ccccc23)CC4 ,1,28,62
394,CCC(C)(O)C1CC23C=CC1(OC)C4Oc5c(OC)ccc6CC2N(CCC34c56)CC7CC7 ,1,33,78
395,CC(C)(CO)C(O)C(=O)NCCCC(O)=O ,1,16,30
396,CCN(CC)CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C ,1,34,74
397,CCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)COC(C)=O ,1,33,72
398,CC14CCC(=O)C=C1CCC5C3CCC(O)(C(=O)COC(=O)CCC2CCCC2)C3(C)CC(O)C45,1,35,78
399,CC13CCC(=O)C=C1CCC4C2CCC(O)(C(=O)COC(=O)CCC(O)=O)C2(C)CC(O)C34 ,1,33,72
400,CCCCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)CO ,1,32,70
401,CN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3O)c45 ,1,22,52
402,COc3ccc(Cn1c(C)c(CCN)c2cc(O)ccc12)cc3 ,1,23,50
403,CCC(Br)(C(C)C)C(N)=O ,1,10,18
404,Clc4ccc3N(CCOCC1CC1)C(=O)CN=C(c2ccccc2)c3c4 ,1,26,58
405,Cc2cccc(OC1CCNCC1O)c2C ,1,16,34
406,O=C(C=Cc2ccc1OCOc1c2)N3CCCCC3 ,1,19,42
407,COc1cc(ccc1OCCCN2CCC(CC2)c3noc4cc(F)ccc34)C(C)=O ,1,31,68
408,CN5CCN(CCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4)C5=O ,1,33,74
409,CN(C)CCN1CCN(C1=O)c2cccc(Cl)c2 ,1,18,38
410,CN(C)(=O)CCCN2c1ccccc1CCc3ccccc23 ,1,22,48
411,CNC2CC(c1ccc(Cl)c(Cl)c1)c3ccccc23 ,1,19,42
412,C1COC(CN1)COc2cccc3C=CCc23 ,1,17,38
413,COc3ccc2n(C(=O)c1ccc(Cl)cc1)c(C)c(CC(O)=O)c2c3 ,1,25,54
414,CN(C)CCC1(C=Cc2ccccc12)c3ccccc3 ,1,20,44
415,CC(C)NNC(=O)COc1ccc(Cl)cc1 ,1,16,32
416,CSc1c(Cl)nc(NC(C)C)nc1N2CCN(C)CC2 ,1,20,42
417,O=C3N(CCCCN1CCN(CC1)c2ncccn2)S(=O)(=O)c4ccccc34 ,1,28,62
418,Cc1cc(no1)C(=O)NNCc2ccccc2 ,1,17,36
419,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CCC4(O)C(=O)CO ,1,27,60
420,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C ,1,30,66
421,CCCC5OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)OC(C)OC(=O)OCC ,1,40,88
422,COc3ccc2nccc(CCCC1CCNCC1C=C)c2c3 ,1,23,50
423,CNC1(CCCCC1=O)c2ccccc2Cl ,1,16,34
424,CC1C3N(CCC1(C)c2cc(O)ccc2C3=O)CC4CC4 ,1,21,48
425,CN3C(=O)CN1C(=O)C=C(C)OC1(c2ccccc2)c4cc(Cl)ccc34 ,1,26,58
426,CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2 ,1,18,38
427,CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2 ,1,19,40
428,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl ,1,16,34
429,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(F)cc3 ,1,27,58
430,Clc3cnn(CCCCN1CCN(CC1)c2ncccn2)c3 ,1,22,48
431,Oc4ccc3CC2C1CCCCC1(CCN2CC=C)c3c4 ,1,21,48
432,Oc5ccc4CC2C1CCCCC1(CCN2CC(=O)c3ccccc3)c4c5 ,1,27,62
433,O=C3N(c1ccccc1)c2ccccc2C3(Cc4ccncc4)Cc5ccncc5 ,1,30,68
434,CCN(CC)C(=O)NC2CN(C)C1Cc3c[nH]c4cccc(C1=C2)c34 ,1,25,56
435,CNCCC=C2c1ccccc1C(C)(C)c3ccccc23 ,1,21,46
436,Clc3ccc2NCCC(=O)N(c1ccccc1)c2c3 ,1,19,42
437,CCC(=O)N(c1ccccc1)C3(CCN(CCc2ccccc2)CC3C)C(=O)OC ,1,30,64
438,CN(CCCN2c1ccccc1CCc3ccccc23)CC(=O)c4ccc(Cl)cc4 ,1,30,66
439,COc1ccc(Cl)c2C(CCCc12)N(C)C ,1,16,34
440,OC3N=C(c1ccccc1Cl)c2nc(Cl)ccc2NC3=O ,1,21,46
441,CN1CCN(CC1)C=C5N=C4CN=C(c2ccccc2Cl)c3cc(ccc3N4C5=O)N(=O)=O ,1,33,74
442,CCOC(=O)N1CCC(CC1)=C3c2ccc(Cl)cc2CCc4cccnc34 ,1,27,60
443,CN2C(=O)C(O)N=C(c1ccccc1Cl)c3cc(Cl)ccc23 ,1,22,48
444,FC(F)(F)c1cccc(c1)N2CCN(CC2)CCc4nnc5C3CCCC3Cn45 ,1,29,66
445,Clc4ccc3OC12CCNCC1C(CC(=O)N2)c3c4 ,1,19,44
446,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c2ccccc2Cl ,1,26,54
447,COC1=CC(=O)OC1C(O)c2ccccc2Cl ,1,17,36
448,CCOC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)OCCl ,1,32,70
449,CN1CCN(CC1)C3=Nc2ccccc2Oc4ccc(Cl)cc34 ,1,23,52
450,CN3C(CNC(=O)c1ccoc1)CN=C(c2ccccc2)c4ccc(F)cc34 ,1,28,62
451,OC2(N1CCN=C1c3ccccc23)c4ccc(Cl)cc4 ,1,20,46
452,CN1CCN(CC1)CC(=O)C4(O)CCC5C3CCC2=CC(=O)C=CC2(C)C3C(O)CC45C ,1,32,72
453,CC(NN)c1ccccc1 ,1,10,20
454,CCC(C)C(C)(COC(N)=O)COC(N)=O ,1,16,30
455,CN(C)CCC(=O)COc1ccc(Cl)cc1 ,1,16,32
456,CC3N=C(c1ccccc1Cl)c2cc(ccc2NC3=O)N(=O)=O ,1,23,50
457,Cc2nc1ccccc1c(=O)n2c3ccccc3Cl ,1,19,42
458,CNC(=O)NC(O)C(Cl)(Cl)Cl ,1,11,20
459,CCCC(=O)OCC(=O)C3(OC(=O)CCC)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC34C ,1,38,82
460,CN2CCN=C(c1ccccc1)c3cc(Cl)ccc23 ,1,19,42
461,CC3CC2C1CCC(C(O)=O)C1(C)CC(O)C2C4(C)CCC(=O)C=C34 ,1,25,56
462,CCN(CC)CCNC(=O)COc1ccc(OC)cc1 ,1,20,40
463,CN(C)CCC=C2c1ccccc1C(C)(C)c3ccccc23 ,1,22,48
464,CC2CCN(CCCC(=O)c1ccc(F)cc1)CC2 ,1,19,40
465,CC13CC2CC(C)(C1)CC(N)(C2)C3 ,1,13,30
466,COc1ccccc1OCC2CNC(=O)O2 ,1,16,34
467,COc3ccc2Sc1ccccc1C(O)(CCCN(C)C)c2c3 ,1,23,50
468,C1CN2CCC1C(C2)CN4c3ccccc3Sc5ccccc45 ,1,23,54
469,CN1CCCCC1CCN3c2ccccc2Sc4ccc(cc34)S(C)=O ,1,26,58
470,CN1CC(CC2C1Cc3cn(C)c4cccc2c34)NS(=O)(=O)N(C)C ,1,25,56
471,CC(=O)Nc1cccc(O)c1 ,1,11,22
472,CC(C)(O)C(C)(O)c1cccc(Cl)c1 ,1,14,28
473,CNC(C)Cc1ccccc1 ,1,11,22
474,CN(C)CCN(Cc1cccs1)c2ccccn2 ,1,18,38
475,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,1,14,28
476,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O ,1,18,36
477,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O ,1,19,38
478,COC(F)(F)C(Cl)Cl ,1,8,14
479,CN2CC14C3CC=C(C)C1Oc5c(O)ccc(CC23)c45 ,1,20,48
480,CN2CCC14C3CCC(C)(O)C1Oc5c(O)ccc(CC23)c45 ,1,22,52
481,CCC(C)(O)C#C,1,7,12
482,CC3CC2C1CCC(O)(C(=O)COC(=O)CCC(O)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,1,34,74
483,CN1CCN(CC1)C3=Nc2ccccc2Sc4ccc(C)cc34 ,1,23,52
484,COc1cc(cc(OC)c1OC)C(=O)OCCN5CCN(CCCN3c2ccccc2Sc4ccc(Cl)cc34)CC5 ,1,41,90
485,CS(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CC2)C(N)=O)c3c4 ,1,30,66
486,CN2CCC14C3CCC(=O)C1(C)Oc5c(O)ccc(CC23)c45 ,1,22,52
487,COC5CC4CN3CCc1c([nH]c2cc(OC)ccc12)C3CC4C(C5OC)C(=O)OC ,1,31,70
488,COc4ccc3Oc1ccccc1C=C(N2CCN(C)CC2)c3c4 ,1,24,54
489,COc4ccc3n1CCN(C)C2=NCCc(c12)c3c4 ,1,19,44
490,Cc1ncc(N(=O)=O)n1CCO ,1,12,24
491,CCC(C)C(=O)OC2CCC=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,1,28,60
492,CC1COC2(N1CC(=O)Nc3ccc(Cl)cc23)c4ccccc4Cl ,1,24,54
493,CNc1nc(Cl)c(SC)c(n1)N2CCN(C)CC2 ,1,18,38
494,CN1CCN3C(C1)c2ccccc2Cc4ccccc34 ,1,20,46
495,Clc3ccc(COC(Cn1ccnc1)c2ccc(Cl)cc2Cl)c(Cl)c3 ,1,25,54
496,NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F ,1,22,44
497,CCCCCNCC(N)=O ,1,10,18
498,CON=CC1=CCCN(C)C1 ,1,11,22
499,Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3 ,1,22,48
500,CCOC4CC2(C)C(CCC3C1CCC(C(C)=O)C1(C)CC(C23)N(C)C)CC4O ,1,29,64
501,CN1C2CCC1CC(C2)NC(=O)c5cn(C3CCCCC3)c4ccccc4c5=O ,1,29,66
502,CN1CCN3C(C1)c2ccccc2Cc4cccnc34 ,1,20,46
503,Clc1ccc(cc1)C(=O)NCCN2CCOCC2 ,1,18,38
504,NC(=O)CS(=O)C(c1ccccc1)c2ccccc2 ,1,19,40
505,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC3(C)C4(OC(=O)c5ccco5)C(=O)CCl ,1,35,78
506,CNCCCN2c1ccccc1C(C)(C)c3ccccc23 ,1,21,46
507,Cc1ccc(cc1)C3(O)CCN(CCCC(=O)c2ccc(F)cc2)CC3 ,1,26,56
508,CN1CCC24C3Oc5c(O)ccc(CC1C2C=CC3O)c45 ,1,21,50
509,CC2(CC(=O)N(CN1CCOCC1)C2=O)c3ccccc3 ,1,21,46
510,Clc6ccc5CCc1ccccc1N(CCCN2CCC4(CC2)N3CCCCC3NC4=O)c5c6 ,1,34,78
511,COCN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O ,1,24,52
512,CNC(=O)OC2OC(=O)C3C1CC(C=C1)C23 ,1,16,36
513,Cc1cc(nnc1NCCN1CCOCC1)c1ccc(cc1)O,1,23,50
514,CCCCCCCCCCCCCC(=O)OC2C=CC3C4Cc5ccc(OCc1ccccc1)c6OC2C3(CCN4C)c56 ,1,43,96
515,CCCCCC(C)C(C)c4cc(OC(=O)CCCN1CCCCCC1)c3C2=C(CCC(C)C2)C(C)(C)Oc3c4 ,1,39,84
516,CCCCCCC(C)(C)c3cc(O)c2C1CC(=O)CCC1C(C)(C)Oc2c3 ,1,27,58
517,O=C(Cn1ccnc1)c3ccc2ccccc2c3 ,1,18,40
518,CC35CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC6Cc4ccccc4CC56C(=O)CO ,1,34,78
519,OC1CCC2(O)C3Cc5ccc(O)c6OC1C2(CCN3CC4CCC4)c56,1,26,62
520,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=C)CCC45O)CC6CC6 ,1,25,60
521,CC(C)=CCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45 ,1,26,60
522,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC6CC6 ,1,25,60
523,CNC(Cc2ccc1ccccc1c2)=NC ,1,16,34
524,C3CN=C(CC2=Cc1ccccc1CC2)N3 ,1,16,36
525,CC(Oc1cccc2ccccc12)C(N)=NO ,1,17,36
526,CCc3nn(CCCN1CCN(CC1)c2cccc(Cl)c2)c(=O)n3CCOc4ccccc4 ,1,33,72
527,Cc1cccc(C)c1NC(=O)CN2CCCC2=O ,1,18,38
528,Fc5ccc4c(CCCN1CCC(CC1)n2c(=O)[nH]c3ccccc23)noc4c5 ,1,29,66
529,O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2 ,1,22,46
530,CC(CCN1CCN(CC1)c2ccc(F)cc2)NC(=O)c3cccnc3 ,1,26,56
531,CC=CC1OC34CCC(O1)(C(=O)COC(=O)c2ccncc2)C3(C)CC(O)C5C4CCC6=CC(=O)CCC56C ,1,39,88
532,CN2CCC36C4Oc7c(OC(=O)c1cccnc1)ccc(CC2C3C=CC4OC(=O)c5cccnc5)c67 ,1,37,86
533,O=C(N1CCOCC1)c2cccnc2 ,1,14,30
534,NC(=O)c1cccnc1 ,1,9,18
535,CN1CCCC1c2cccnc2 ,1,12,26
536,CCN(CC)C(=O)c1cccnc1 ,1,13,26
537,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O ,1,22,48
538,CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C ,1,19,36
539,CNCCC(Oc1ccccc1OC)c2ccccc2 ,1,20,42
540,NC(=N)c1ccc(o1)c2ccccc2N(=O)=O ,1,17,36
541,CC34Cc2cnn(c1ccc(F)cc1)c2C=C3CCC5C4CCC6(C)C5CCC6(O)C#C,1,32,74
542,CNCC=C(c1ccc(Br)cc1)c2cccnc2 ,1,18,38
543,CN3CC(c1ccccc1)c2cccc(N)c2C3 ,1,18,40
544,CCCCCCCCCNc1ncnc2[nH]ccc12 ,1,19,40
545,Clc3ccc2NC(=O)CN=C(c1ccccc1)c2c3 ,1,19,42
546,FCC(F)(F)F ,1,6,10
547,Oc4ccc3CC1NCCC2(CCCCC12)c3c4 ,1,18,42
548,OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3)c45 ,1,20,48
549,Clc3ccc2NC(=O)CN=C(C1=CCCCC1)c2c3 ,1,19,42
550,CNCCC=C2c1ccccc1CCc3ccccc23,1,20,44
551,COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,1,30,68
552,CN(C)CCON=C2c1ccccc1CCc3ccccc23 ,1,22,48
553,Clc5ccc4Sc1ccccc1C(=CC2CN3CCC2CC3)c4c5 ,1,24,56
554,Cc2nc1c(C)cccn1c(=O)c2CCN3CCC(CC3)c4noc5cc(F)ccc45 ,1,31,70
555,O=C(c1ccccn1)c2cnn3c(ccnc23)c4ccncc4 ,1,23,52
556,CCCCCCC(C)NN ,1,10,18
557,CNCCC=C3c1ccccc1C2CC2c4ccccc34 ,1,21,48
558,Fc1ccc(cc1)C2CCN(CC2COc4ccc3OCOc3c4)CC(=O)c5ccc(F)cc5 ,1,34,76
559,Cc1ncc(N(=O)=O)n1CC(O)CCl ,1,14,28
560,CC(C)N1CCOC(C1)c2cccc(c2)C(F)(F)F ,1,19,40
561,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,1,20,44
562,NC(=O)N2c1ccccc1CC(=O)c3ccccc23 ,1,19,42
563,CC(Cc1ccccc1)N(C)(=O)Cc2ccccc2 ,1,19,40
564,O=c2[nH]c1ccccc1n2C4CCN(CCOc3ccccc3)CC4 ,1,25,56
565,NC(=O)CN1CC(O)CC1=O ,1,11,22
566,CC13C=CC(=O)C1C(=O)CCC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34 ,1,27,60
567,NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O ,1,16,34
568,CN(C)C(=O)COC2c1ccccc1CCc3ccccc23 ,1,22,48
569,COc1ccc2CC4N(C)CCC35C(Oc1c23)C(=O)CCC45O ,1,23,54
570,CN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45 ,1,22,52
571,CC(C)CCC(=O)CC1N(C(=O)c2ccccc12)c4ccc3ccc(Cl)nc3n4 ,1,29,64
572,CC(C)n2c(=O)c1c(ncn1c3ccccc23)c4noc(n4)C5CC5 ,1,25,58
573,COc1ccc(cc1)N5CC(CN2CCC(O)(CC2)c4ccc3OCOc3c4)OC5=O ,1,31,70
574,Nc2cc(OCC1CC1)c(cc2Cl)C(=O)NC3CN4CCC3CC4 ,1,24,54
575,O=C(NC1CCN(CC1)Cc3ccc2ccccc2c3)NC(=O)c4ccccc4 ,1,29,64
576,CC1OC(C)OC(C)O1 ,1,9,18
