Source,No,No-Li,Name,SMILES,Alternative_SMILES,Original_SMILES,BBB,Ref
Adenot,,,lofentanil,CCC(=O)N(c1ccccc1)C3(CCN(CCc2ccccc2)CC3C)C(=O)OC ,CCC(=O)N(c1ccccc1)C3(CCN(CCc2ccccc2)CC3C)C(=O)OC ,,1,
Adenot,,,lofepramine,CN(CCCN2c1ccccc1CCc3ccccc23)CC(=O)c4ccc(Cl)cc4 ,CN(CCCN2c1ccccc1CCc3ccccc23)CC(=O)c4ccc(Cl)cc4 ,,1,
Adenot,,,lometraline,COc1ccc(Cl)c2C(CCCc12)N(C)C ,COc1ccc(Cl)c2C(CCCc12)N(C)C ,,1,
Adenot,,,lopirazepam,OC3N=C(c1ccccc1Cl)c2nc(Cl)ccc2NC3=O ,OC3N=C(c1ccccc1Cl)c2nc(Cl)ccc2NC3=O ,,1,
Adenot,,,loprazolam,CN1CCN(CC1)C=C5N=C4CN=C(c2ccccc2Cl)c3cc(ccc3N4C5=O)N(=O)=O ,CN1CCN(CC1)C=C5N=C4CN=C(c2ccccc2Cl)c3cc(ccc3N4C5=O)N(=O)=O ,,1,
Adenot,,,loratadine,CCOC(=O)N1CCC(CC1)=C3c2ccc(Cl)cc2CCc4cccnc34 ,CCOC(=O)N1CCC(CC1)=C3c2ccc(Cl)cc2CCc4cccnc34 ,,1,
Adenot,,,lormetazepam,CN2C(=O)C(O)N=C(c1ccccc1Cl)c3cc(Cl)ccc23 ,CN2C(=O)C(O)N=C(c1ccccc1Cl)c3cc(Cl)ccc23 ,,1,
Adenot,,,lorpiprazole,FC(F)(F)c1cccc(c1)N2CCN(CC2)CCc4nnc5C3CCCC3Cn45 ,FC(F)(F)c1cccc(c1)N2CCN(CC2)CCc4nnc5C3CCCC3Cn45 ,,1,
Adenot,,,lortalamine,Clc4ccc3OC12CCNCC1C(CC(=O)N2)c3c4 ,Clc4ccc3OC12CCNCC1C(CC(=O)N2)c3c4 ,,1,
Adenot,,,lorzafone,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c2ccccc2Cl ,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c2ccccc2Cl ,,1,
Adenot,,,losigamone,COC1=CC(=O)OC1C(O)c2ccccc2Cl ,COC1=CC(=O)OC1C(O)c2ccccc2Cl ,,1,
Adenot,,,loteprednol (loteprednol-etabonate),CCOC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)OCCl ,CCOC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)OCCl ,,1,
Adenot,,,loxapine,CN1CCN(CC1)C3=Nc2ccccc2Oc4ccc(Cl)cc34 ,CN1CCN(CC1)C3=Nc2ccccc2Oc4ccc(Cl)cc34 ,,1,
Adenot,,,lufuradom,CN3C(CNC(=O)c1ccoc1)CN=C(c2ccccc2)c4ccc(F)cc34 ,CN3C(CNC(=O)c1ccoc1)CN=C(c2ccccc2)c4ccc(F)cc34 ,,1,
Adenot,,,mazindol,OC2(N1CCN=C1c3ccccc23)c4ccc(Cl)cc4 ,OC2(N1CCN=C1c3ccccc23)c4ccc(Cl)cc4 ,,1,
Adenot,,,mazipredone,CN1CCN(CC1)CC(=O)C4(O)CCC5C3CCC2=CC(=O)C=CC2(C)C3C(O)CC45C ,CN1CCN(CC1)CC(=O)C4(O)CCC5C3CCC2=CC(=O)C=CC2(C)C3C(O)CC45C ,,1,
Adenot,,,mebanazine,CC(NN)c1ccccc1 ,CC(NN)c1ccccc1 ,,1,
Adenot,,,mebutamate,CCC(C)C(C)(COC(N)=O)COC(N)=O ,CCC(C)C(C)(COC(N)=O)COC(N)=O ,,1,
Adenot,,,meclofenoxate,CN(C)CCC(=O)COc1ccc(Cl)cc1 ,CN(C)CCC(=O)COc1ccc(Cl)cc1 ,,1,
Adenot,,,meclonazepam,CC3N=C(c1ccccc1Cl)c2cc(ccc2NC3=O)N(=O)=O ,CC3N=C(c1ccccc1Cl)c2cc(ccc2NC3=O)N(=O)=O ,,1,
Adenot,,,mecloqualone,Cc2nc1ccccc1c(=O)n2c3ccccc3Cl ,Cc2nc1ccccc1c(=O)n2c3ccccc3Cl ,,1,
Adenot,,,mecloralurea,CNC(=O)NC(O)C(Cl)(Cl)Cl ,CNC(=O)NC(O)C(Cl)(Cl)Cl ,,1,
Adenot,,,meclorisone (meclorisone-dibutyrate),CCCC(=O)OCC(=O)C3(OC(=O)CCC)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC34C ,CCCC(=O)OCC(=O)C3(OC(=O)CCC)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC34C ,,1,
Adenot,,,medazepam,CN2CCN=C(c1ccccc1)c3cc(Cl)ccc23 ,CN2CCN=C(c1ccccc1)c3cc(Cl)ccc23 ,,1,
Adenot,,,medrysone,CC3CC2C1CCC(C(O)=O)C1(C)CC(O)C2C4(C)CCC(=O)C=C34 ,CC3CC2C1CCC(C(O)=O)C1(C)CC(O)C2C4(C)CCC(=O)C=C34 ,,1,
Adenot,,,mefexamide,CCN(CC)CCNC(=O)COc1ccc(OC)cc1 ,CCN(CC)CCNC(=O)COc1ccc(OC)cc1 ,,1,
Adenot,,,melitracen,CN(C)CCC=C2c1ccccc1C(C)(C)c3ccccc23 ,CN(C)CCC=C2c1ccccc1C(C)(C)c3ccccc23 ,,1,
Adenot,,,melperone,CC2CCN(CCCC(=O)c1ccc(F)cc1)CC2 ,CC2CCN(CCCC(=O)c1ccc(F)cc1)CC2 ,,1,
Adenot,,,memantine,CC13CC2CC(C)(C1)CC(N)(C2)C3 ,CC13CC2CC(C)(C1)CC(N)(C2)C3 ,,1,
Adenot,,,mephenoxalone,COc1ccccc1OCC2CNC(=O)O2 ,COc1ccccc1OCC2CNC(=O)O2 ,,1,
Adenot,,,meprotixol,COc3ccc2Sc1ccccc1C(O)(CCCN(C)C)c2c3 ,COc3ccc2Sc1ccccc1C(O)(CCCN(C)C)c2c3 ,,1,
Adenot,,,mequitazine,C1CN2CCC1C(C2)CN4c3ccccc3Sc5ccccc45 ,C1CN2CCC1C(C2)CN4c3ccccc3Sc5ccccc45 ,,1,
Adenot,,,mesoridazine,CN1CCCCC1CCN3c2ccccc2Sc4ccc(cc34)S(C)=O ,CN1CCCCC1CCN3c2ccccc2Sc4ccc(cc34)S(C)=O ,,1,
Adenot,,,mesulergine,CN1CC(CC2C1Cc3cn(C)c4cccc2c34)NS(=O)(=O)N(C)C ,CN1CC(CC2C1Cc3cn(C)c4cccc2c34)NS(=O)(=O)N(C)C ,,1,
Adenot,,,metacetamol,CC(=O)Nc1cccc(O)c1 ,CC(=O)Nc1cccc(O)c1 ,,1,
Adenot,,,metaglycodol,CC(C)(O)C(C)(O)c1cccc(Cl)c1 ,CC(C)(O)C(C)(O)c1cccc(Cl)c1 ,,1,
Adenot,,,methamphetamine,CNC(C)Cc1ccccc1 ,CNC(C)Cc1ccccc1 ,,1,
Adenot,,,methapyrilene,CN(C)CCN(Cc1cccs1)c2ccccn2 ,CN(C)CCN(Cc1cccs1)c2ccccn2 ,,1,
Adenot,,,metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,,1,
Adenot,,,methitural,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O ,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O ,,1,
Adenot,,,methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O ,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O ,,1,
Adenot,,,methoxyflurane,COC(F)(F)C(Cl)Cl ,COC(F)(F)C(Cl)Cl ,,1,
Adenot,,,methyldesorphine,CN2CC14C3CC=C(C)C1Oc5c(O)ccc(CC23)c45 ,CN2CC14C3CC=C(C)C1Oc5c(O)ccc(CC23)c45 ,,1,
Adenot,,,methyldihydromorphine,CN2CCC14C3CCC(C)(O)C1Oc5c(O)ccc(CC23)c45 ,CN2CCC14C3CCC(C)(O)C1Oc5c(O)ccc(CC23)c45 ,,1,
Adenot,,,methylpentynol,CCC(C)(O)C#C,CCC(C)(O)C#C,,1,
Adenot,,,methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate),CC3CC2C1CCC(O)(C(=O)COC(=O)CCC(O)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,CC3CC2C1CCC(O)(C(=O)COC(=O)CCC(O)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,,1,
Adenot,,,metiapine,CN1CCN(CC1)C3=Nc2ccccc2Sc4ccc(C)cc34 ,CN1CCN(CC1)C3=Nc2ccccc2Sc4ccc(C)cc34 ,,1,
Adenot,,,metofenazate,COc1cc(cc(OC)c1OC)C(=O)OCCN5CCN(CCCN3c2ccccc2Sc4ccc(Cl)cc34)CC5 ,COc1cc(cc(OC)c1OC)C(=O)OCCN5CCN(CCCN3c2ccccc2Sc4ccc(Cl)cc34)CC5 ,,1,
Adenot,,,metopimazine,CS(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CC2)C(N)=O)c3c4 ,CS(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CC2)C(N)=O)c3c4 ,,1,
Adenot,,,metopon,CN2CCC14C3CCC(=O)C1(C)Oc5c(O)ccc(CC23)c45 ,CN2CCC14C3CCC(=O)C1(C)Oc5c(O)ccc(CC23)c45 ,,1,
Adenot,,,metoserpate,COC5CC4CN3CCc1c([nH]c2cc(OC)ccc12)C3CC4C(C5OC)C(=O)OC ,COC5CC4CN3CCc1c([nH]c2cc(OC)ccc12)C3CC4C(C5OC)C(=O)OC ,,1,
Adenot,,,metoxepin,COc4ccc3Oc1ccccc1C=C(N2CCN(C)CC2)c3c4 ,COc4ccc3Oc1ccccc1C=C(N2CCN(C)CC2)c3c4 ,,1,
Adenot,,,metralindole,COc4ccc3n1CCN(C)C2=NCCc(c12)c3c4 ,COc4ccc3n1CCN(C)C2=NCCc(c12)c3c4 ,,1,
Adenot,,,metronidazole,Cc1ncc(N(=O)=O)n1CCO ,Cc1ncc(N(=O)=O)n1CCO ,,1,
Adenot,,,mevastatin,CCC(C)C(=O)OC2CCC=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,CCC(C)C(=O)OC2CCC=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,,1,
Adenot,,,mexazolam,CC1COC2(N1CC(=O)Nc3ccc(Cl)cc23)c4ccccc4Cl ,CC1COC2(N1CC(=O)Nc3ccc(Cl)cc23)c4ccccc4Cl ,,1,
Adenot,,,mezilamine,CNc1nc(Cl)c(SC)c(n1)N2CCN(C)CC2 ,CNc1nc(Cl)c(SC)c(n1)N2CCN(C)CC2 ,,1,
Adenot,,,mianserin,CN1CCN3C(C1)c2ccccc2Cc4ccccc34 ,CN1CCN3C(C1)c2ccccc2Cc4ccccc34 ,,1,
Adenot,,,miconazole,Clc3ccc(COC(Cn1ccnc1)c2ccc(Cl)cc2Cl)c(Cl)c3 ,Clc3ccc(COC(Cn1ccnc1)c2ccc(Cl)cc2Cl)c(Cl)c3 ,,1,
Adenot,,,midaflur,NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F ,NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F ,,1,
Adenot,,,milacemide,CCCCCNCC(N)=O ,CCCCCNCC(N)=O ,,1,
Adenot,,,milameline,CON=CC1=CCCN(C)C1 ,CON=CC1=CCCN(C)C1 ,,1,
Adenot,,,minaprine,Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3 ,Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3 ,,1,
Adenot,,,minaxolone,CCOC4CC2(C)C(CCC3C1CCC(C(C)=O)C1(C)CC(C23)N(C)C)CC4O ,CCOC4CC2(C)C(CCC3C1CCC(C(C)=O)C1(C)CC(C23)N(C)C)CC4O ,,1,
Adenot,,,mirisetron,CN1C2CCC1CC(C2)NC(=O)c5cn(C3CCCCC3)c4ccccc4c5=O ,CN1C2CCC1CC(C2)NC(=O)c5cn(C3CCCCC3)c4ccccc4c5=O ,,1,
Adenot,,,mirtazapine,CN1CCN3C(C1)c2ccccc2Cc4cccnc34 ,CN1CCN3C(C1)c2ccccc2Cc4cccnc34 ,,1,
Adenot,,,moclobemide,Clc1ccc(cc1)C(=O)NCCN2CCOCC2 ,Clc1ccc(cc1)C(=O)NCCN2CCOCC2 ,,1,
Adenot,,,modafinil,NC(=O)CS(=O)C(c1ccccc1)c2ccccc2 ,NC(=O)CS(=O)C(c1ccccc1)c2ccccc2 ,,1,
Adenot,,,mometasone (mometasone-furoate),CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC3(C)C4(OC(=O)c5ccco5)C(=O)CCl ,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC3(C)C4(OC(=O)c5ccco5)C(=O)CCl ,,1,
Adenot,,,monometacrine,CNCCCN2c1ccccc1C(C)(C)c3ccccc23 ,CNCCCN2c1ccccc1C(C)(C)c3ccccc23 ,,1,
Adenot,,,moperone,Cc1ccc(cc1)C3(O)CCN(CCCC(=O)c2ccc(F)cc2)CC3 ,Cc1ccc(cc1)C3(O)CCN(CCCC(=O)c2ccc(F)cc2)CC3 ,,1,
Adenot,,,morphine,CN1CCC24C3Oc5c(O)ccc(CC1C2C=CC3O)c45 ,CN1CCC24C3Oc5c(O)ccc(CC1C2C=CC3O)c45 ,,1,
Adenot,,,morsuximide,CC2(CC(=O)N(CN1CCOCC1)C2=O)c3ccccc3 ,CC2(CC(=O)N(CN1CCOCC1)C2=O)c3ccccc3 ,,1,
Adenot,,,mosapramine,Clc6ccc5CCc1ccccc1N(CCCN2CCC4(CC2)N3CCCCC3NC4=O)c5c6 ,Clc6ccc5CCc1ccccc1N(CCCN2CCC4(CC2)N3CCCCC3NC4=O)c5c6 ,,1,
Adenot,,,motrazepam,COCN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O ,COCN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O ,,1,
Adenot,,,moxadolen,CNC(=O)OC2OC(=O)C3C1CC(C=C1)C23 ,CNC(=O)OC2OC(=O)C3C1CC(C=C1)C23 ,,1,
Adenot,,,moxiraprine,Cc1cc(nnc1NCCN1CCOCC1)c1ccc(cc1)O,Cc1cc(nnc1NCCN1CCOCC1)c1ccc(cc1)O,,1,
Adenot,,,myrophine,CCCCCCCCCCCCCC(=O)OC2C=CC3C4Cc5ccc(OCc1ccccc1)c6OC2C3(CCN4C)c56 ,CCCCCCCCCCCCCC(=O)OC2C=CC3C4Cc5ccc(OCc1ccccc1)c6OC2C3(CCN4C)c56 ,,1,
Adenot,,,nabazenil,CCCCCC(C)C(C)c4cc(OC(=O)CCCN1CCCCCC1)c3C2=C(CCC(C)C2)C(C)(C)Oc3c4 ,CCCCCC(C)C(C)c4cc(OC(=O)CCCN1CCCCCC1)c3C2=C(CCC(C)C2)C(C)(C)Oc3c4 ,,1,
Adenot,,,nabilone,CCCCCCC(C)(C)c3cc(O)c2C1CC(=O)CCC1C(C)(C)Oc2c3 ,CCCCCCC(C)(C)c3cc(O)c2C1CC(=O)CCC1C(C)(C)Oc2c3 ,,1,
Adenot,,,nafimidone,O=C(Cn1ccnc1)c3ccc2ccccc2c3 ,O=C(Cn1ccnc1)c3ccc2ccccc2c3 ,,1,
Adenot,,,naflocort,CC35CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC6Cc4ccccc4CC56C(=O)CO ,CC35CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC6Cc4ccccc4CC56C(=O)CO ,,1,
Adenot,,,nalbuphine,OC1CCC2(O)C3Cc5ccc(O)c6OC1C2(CCN3CC4CCC4)c56,OC1CCC2(O)C3Cc5ccc(O)c6OC1C2(CCN3CC4CCC4)c56,,1,
Adenot,,,nalmefene,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=C)CCC45O)CC6CC6 ,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=C)CCC45O)CC6CC6 ,,1,
Adenot,,,nalmexone,CC(C)=CCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45 ,CC(C)=CCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45 ,,1,
Adenot,,,naltrexone,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC6CC6 ,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC6CC6 ,,1,
Adenot,,,napactadine,CNC(Cc2ccc1ccccc1c2)=NC ,CNC(Cc2ccc1ccccc1c2)=NC ,,1,
Adenot,,,napamezole,C3CN=C(CC2=Cc1ccccc1CC2)N3 ,C3CN=C(CC2=Cc1ccccc1CC2)N3 ,,1,
Adenot,,,naprodoxime,CC(Oc1cccc2ccccc12)C(N)=NO ,CC(Oc1cccc2ccccc12)C(N)=NO ,,1,
Adenot,,,nefazodone,CCc3nn(CCCN1CCN(CC1)c2cccc(Cl)c2)c(=O)n3CCOc4ccccc4 ,CCc3nn(CCCN1CCN(CC1)c2cccc(Cl)c2)c(=O)n3CCOc4ccccc4 ,,1,
Adenot,,,nefiracetam,Cc1cccc(C)c1NC(=O)CN2CCCC2=O ,Cc1cccc(C)c1NC(=O)CN2CCCC2=O ,,1,
Adenot,,,neflumozide,Fc5ccc4c(CCCN1CCC(CC1)n2c(=O)[nH]c3ccccc23)noc4c5 ,Fc5ccc4c(CCCN1CCC(CC1)n2c(=O)[nH]c3ccccc23)noc4c5 ,,1,
Adenot,,,nialamide,O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2 ,O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2 ,,1,
Adenot,,,niaprazine,CC(CCN1CCN(CC1)c2ccc(F)cc2)NC(=O)c3cccnc3 ,CC(CCN1CCN(CC1)c2ccc(F)cc2)NC(=O)c3cccnc3 ,,1,
Adenot,,,nicocortonide,CC=CC1OC34CCC(O1)(C(=O)COC(=O)c2ccncc2)C3(C)CC(O)C5C4CCC6=CC(=O)CCC56C ,CC=CC1OC34CCC(O1)(C(=O)COC(=O)c2ccncc2)C3(C)CC(O)C5C4CCC6=CC(=O)CCC56C ,,1,
Adenot,,,nicomorphine,CN2CCC36C4Oc7c(OC(=O)c1cccnc1)ccc(CC2C3C=CC4OC(=O)c5cccnc5)c67 ,CN2CCC36C4Oc7c(OC(=O)c1cccnc1)ccc(CC2C3C=CC4OC(=O)c5cccnc5)c67 ,,1,
Adenot,,,nicopholine,O=C(N1CCOCC1)c2cccnc2 ,O=C(N1CCOCC1)c2cccnc2 ,,1,
Adenot,,,nicotinamide,NC(=O)c1cccnc1 ,NC(=O)c1cccnc1 ,,1,
Adenot,,,nicotine,CN1CCCC1c2cccnc2 ,CN1CCCC1c2cccnc2 ,,1,
Adenot,,,nikethamide,CCN(CC)C(=O)c1cccnc1 ,CCN(CC)C(=O)c1cccnc1 ,,1,
Adenot,,,nimetazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O ,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O ,,1,
Adenot,,,nisobamate,CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C ,CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C ,,1,
Adenot,,,nisoxetine,CNCCC(Oc1ccccc1OC)c2ccccc2 ,CNCCC(Oc1ccccc1OC)c2ccccc2 ,,1,
Adenot,,,nitrafudam,NC(=N)c1ccc(o1)c2ccccc2N(=O)=O ,NC(=N)c1ccc(o1)c2ccccc2N(=O)=O ,,1,
Adenot,,,nivazol (nivacortol),CC34Cc2cnn(c1ccc(F)cc1)c2C=C3CCC5C4CCC6(C)C5CCC6(O)C#C,CC34Cc2cnn(c1ccc(F)cc1)c2C=C3CCC5C4CCC6(C)C5CCC6(O)C#C,,1,
Adenot,,,nomelidine,CNCC=C(c1ccc(Br)cc1)c2cccnc2 ,CNCC=C(c1ccc(Br)cc1)c2cccnc2 ,,1,
Adenot,,,nomifensine,CN3CC(c1ccccc1)c2cccc(N)c2C3 ,CN3CC(c1ccccc1)c2cccc(N)c2C3 ,,1,
Adenot,,,nonapyrimine,CCCCCCCCCNc1ncnc2[nH]ccc12 ,CCCCCCCCCNc1ncnc2[nH]ccc12 ,,1,
Adenot,,,nordazepam,Clc3ccc2NC(=O)CN=C(c1ccccc1)c2c3 ,Clc3ccc2NC(=O)CN=C(c1ccccc1)c2c3 ,,1,
Adenot,,,norflurane,FCC(F)(F)F ,FCC(F)(F)F ,,1,
Adenot,,,norlevorphanol,Oc4ccc3CC1NCCC2(CCCCC12)c3c4 ,Oc4ccc3CC1NCCC2(CCCCC12)c3c4 ,,1,
Adenot,,,normorphine,OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3)c45 ,OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3)c45 ,,1,
Adenot,,,nortetrazepam,Clc3ccc2NC(=O)CN=C(C1=CCCCC1)c2c3 ,Clc3ccc2NC(=O)CN=C(C1=CCCCC1)c2c3 ,,1,
Adenot,,,nortriptyline (nortriptylene and Quinpirole),CNCCC=C2c1ccccc1CCc3ccccc23,CNCCC=C2c1ccccc1CCc3ccccc23,,1,
Adenot,,,noscapine,COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,,1,
Adenot,,,noxiptiline,CN(C)CCON=C2c1ccccc1CCc3ccccc23 ,CN(C)CCON=C2c1ccccc1CCc3ccccc23 ,,1,
Adenot,,,nuclotixene,Clc5ccc4Sc1ccccc1C(=CC2CN3CCC2CC3)c4c5 ,Clc5ccc4Sc1ccccc1C(=CC2CN3CCC2CC3)c4c5 ,,1,
Adenot,,,ocaperidone,Cc2nc1c(C)cccn1c(=O)c2CCN3CCC(CC3)c4noc5cc(F)ccc45 ,Cc2nc1c(C)cccn1c(=O)c2CCN3CCC(CC3)c4noc5cc(F)ccc45 ,,1,
Adenot,,,ocinaplon,O=C(c1ccccn1)c2cnn3c(ccnc23)c4ccncc4 ,O=C(c1ccccn1)c2cnn3c(ccnc23)c4ccncc4 ,,1,
Adenot,,,octamoxin,CCCCCCC(C)NN ,CCCCCCC(C)NN ,,1,
Adenot,,,octriptyline,CNCCC=C3c1ccccc1C2CC2c4ccccc34 ,CNCCC=C3c1ccccc1C2CC2c4ccccc34 ,,1,
Adenot,,,omiloxetine,Fc1ccc(cc1)C2CCN(CC2COc4ccc3OCOc3c4)CC(=O)c5ccc(F)cc5 ,Fc1ccc(cc1)C2CCN(CC2COc4ccc3OCOc3c4)CC(=O)c5ccc(F)cc5 ,,1,
Adenot,,,ornidazole,Cc1ncc(N(=O)=O)n1CC(O)CCl ,Cc1ncc(N(=O)=O)n1CC(O)CCl ,,1,
Adenot,,,oxaflozane,CC(C)N1CCOC(C1)c2cccc(c2)C(F)(F)F ,CC(C)N1CCOC(C1)c2cccc(c2)C(F)(F)F ,,1,
Adenot,,,oxazepam,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,,1,
Adenot,,,oxcarbazepine,NC(=O)N2c1ccccc1CC(=O)c3ccccc23 ,NC(=O)N2c1ccccc1CC(=O)c3ccccc23 ,,1,
Adenot,,,oxifentorex,CC(Cc1ccccc1)N(C)(=O)Cc2ccccc2 ,CC(Cc1ccccc1)N(C)(=O)Cc2ccccc2 ,,1,
Adenot,,,oxiperomide,O=c2[nH]c1ccccc1n2C4CCN(CCOc3ccccc3)CC4 ,O=c2[nH]c1ccccc1n2C4CCN(CCOc3ccccc3)CC4 ,,1,
Adenot,,,oxiracetam,NC(=O)CN1CC(O)CC1=O ,NC(=O)CN1CC(O)CC1=O ,,1,
Adenot,,,oxisopred,CC13C=CC(=O)C1C(=O)CCC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34 ,CC13C=CC(=O)C1C(=O)CCC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34 ,,1,
Adenot,,,oxitriptan,NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O ,NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O ,,1,
Adenot,,,oxitriptyline,CN(C)C(=O)COC2c1ccccc1CCc3ccccc23 ,CN(C)C(=O)COC2c1ccccc1CCc3ccccc23 ,,1,
Adenot,,,oxycodone,COc1ccc2CC4N(C)CCC35C(Oc1c23)C(=O)CCC45O ,COc1ccc2CC4N(C)CCC35C(Oc1c23)C(=O)CCC45O ,,1,
Adenot,,,oxymorphone,CN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45 ,CN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45 ,,1,
Adenot,,,pagoclone,CC(C)CCC(=O)CC1N(C(=O)c2ccccc12)c4ccc3ccc(Cl)nc3n4 ,CC(C)CCC(=O)CC1N(C(=O)c2ccccc12)c4ccc3ccc(Cl)nc3n4 ,,1,
Adenot,,,panadiplon,CC(C)n2c(=O)c1c(ncn1c3ccccc23)c4noc(n4)C5CC5 ,CC(C)n2c(=O)c1c(ncn1c3ccccc23)c4noc(n4)C5CC5 ,,1,
Adenot,,,panamesine,COc1ccc(cc1)N5CC(CN2CCC(O)(CC2)c4ccc3OCOc3c4)OC5=O ,COc1ccc(cc1)N5CC(CN2CCC(O)(CC2)c4ccc3OCOc3c4)OC5=O ,,1,
Adenot,,,pancopride,Nc2cc(OCC1CC1)c(cc2Cl)C(=O)NC3CN4CCC3CC4 ,Nc2cc(OCC1CC1)c(cc2Cl)C(=O)NC3CN4CCC3CC4 ,,1,
Adenot,,,panuramine,O=C(NC1CCN(CC1)Cc3ccc2ccccc2c3)NC(=O)c4ccccc4 ,O=C(NC1CCN(CC1)Cc3ccc2ccccc2c3)NC(=O)c4ccccc4 ,,1,
Adenot,,,paraldehyde,CC1OC(C)OC(C)O1 ,CC1OC(C)OC(C)O1 ,,1,
Adenot,,,paramethasone-acetate,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O)C(=O)COC(C)=O ,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O)C(=O)COC(C)=O ,,1,
Adenot,,,pargyline,CN(CC#C)Cc1ccccc1 ,CN(CC#C)Cc1ccccc1 ,,1,
Adenot,,,paroxetine,Fc1ccc(cc1)C2CCNCC2COc4ccc3OCOc3c4 ,Fc1ccc(cc1)C2CCNCC2COc4ccc3OCOc3c4 ,,1,
Adenot,,,pazinaclone,Clc2ccc1ccc(nc1n2)N6C(CC(=O)N3CCC4(CC3)OCCO4)c5ccccc5C6=O ,Clc2ccc1ccc(nc1n2)N6C(CC(=O)N3CCC4(CC3)OCCO4)c5ccccc5C6=O ,,1,
Adenot,,,pemoline,NC1=NC(=O)C(O1)c2ccccc2 ,NC1=NC(=O)C(O1)c2ccccc2 ,,1,
Adenot,,,penfluridol,OC3(CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3)c4ccc(Cl)c(c4)C(F)(F)F ,OC3(CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3)c4ccc(Cl)c(c4)C(F)(F)F ,,1,
Adenot,,,pentabamate,CC(OC(N)=O)C(C)C(C)OC(N)=O ,CC(OC(N)=O)C(C)C(C)OC(N)=O ,,1,
